0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,139,139,158,158,158,150,150,150,161,161,161,160,160,160,153,153,153,189,189,189,165,165,165,115,115,115,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,126,126,151,151,151,125,125,125,157,157,157,166,166,166,157,157,157,176,176,176,183,183,183,187,187,187,186,186,186,194,194,194,194,194,194,173,173,173,117,117,117,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133,133,133,149,149,149,149,149,149,126,126,126,145,145,145,165,165,165,172,172,172,175,175,175,157,157,157,169,169,169,175,175,175,188,188,188,172,172,172,174,174,174,164,164,164,181,181,181,181,181,181,186,186,186,193,193,193,115,115,115
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,142,142,195,195,195,168,168,168,147,147,147,164,164,164,0,0,0,0,0,0,149,149,149,112,112,112,139,139,139,141,141,141,116,116,116,145,145,145,158,158,158,155,155,155,148,148,148,0,0,0,181,181,181,188,188,188,183,183,183,188,188,188,196,196,196,203,203,203,146,146,146
0,0,0,0,0,0,0,0,0,173,173,173,184,184,184,202,202,202,182,182,182,170,170,170,152,152,152,123,123,123,0,0,0,0,0,0,126,126,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,139,139,208,208,208,182,182,182,197,197,197,199,199,199,203,203,203,142,142,142
123,123,123,0,0,0,119,119,119,213,213,213,180,180,180,197,197,197,198,198,198,174,174,174,208,208,208,150,150,150,137,137,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,139,139,206,206,206,175,175,175,194,194,194,198,198,198,191,191,191,0,0,0
191,191,191,150,150,150,0,0,0,127,127,127,0,0,0,122,122,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145,145,145,199,199,199,168,168,168,186,186,186,200,200,200,191,191,191,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169,169,169,197,197,197,171,171,171,178,178,178,203,203,203,187,187,187,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,180,180,204,204,204,186,186,186,187,187,187,198,198,198,150,150,150,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178,178,178,142,142,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,195,195,195,203,203,203,198,198,198,197,197,197,191,191,191,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,123,123,179,179,179,197,197,197,220,220,220,115,115,115,0,0,0,0,0,0,0,0,0,0,0,0,188,188,188,216,216,216,180,180,180,213,213,213,179,179,179,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,150,150,123,123,123,0,0,0,0,0,0,0,0,0,179,179,179,205,205,205,194,194,194,221,221,221,127,127,127,0,0,0,0,0,0,0,0,0,112,112,112,214,214,214,212,212,212,191,191,191,225,225,225,156,156,156,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,121,121,190,190,190,134,134,134,0,0,0,176,176,176,170,170,170,117,117,117,169,169,169,178,178,178,200,200,200,193,193,193,120,120,120,0,0,0,0,0,0,0,0,0,121,121,121,208,208,208,204,204,204,205,205,205,228,228,228,120,120,120,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155,155,155,180,180,180,187,187,187,181,181,181,136,136,136,195,195,195,211,211,211,167,167,167,132,132,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133,133,133,221,221,221,186,186,186,215,215,215,203,203,203,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159,159,159,197,197,197,210,210,210,169,169,169,124,124,124,127,127,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,128,128,208,208,208,184,184,184,226,226,226,171,171,171,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,144,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165,165,165,199,199,199,202,202,202,223,223,223,139,139,139,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131,131,131,203,203,203,199,199,199,216,216,216,177,177,177,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153,153,153,213,213,213,216,216,216,208,208,208,115,115,115,0,0,0,0,0,0,0,0,0,0,0,0
112,112,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133,133,133,196,196,196,216,216,216,202,202,202,181,181,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
